frame,x,y
247,164.46158,198.67746
248,167.428,198.83794
249,166.99341,198.6666
250,166.99348,198.65134
251,175.93176,191.56563
252,175.34734,194.70667
253,174.9348,195.2566
254,181.74234,198.61899
255,184.5178,195.67249
256,184.50816,195.48344
257,185.1848,192.12614
258,189.61887,191.84373
259,189.63017,191.64633
260,190.71324,190.99002
261,195.80351,191.74564
262,198.11073,190.65329
263,197.89449,190.59703
264,200.89479,190.18921
265,202.20035,190.31693
266,202.21094,190.2839
267,203.65703,187.108
268,204.93645,186.69383
269,204.87993,186.5463
270,204.87762,186.55432
271,204.90544,184.43399
272,207.18669,184.56879
273,207.18985,184.673
274,209.75916,182.18784
275,209.6524,182.12839
276,209.58966,182.72684
277,210.86522,182.0611
278,211.45679,180.43483
279,211.52307,180.46143
280,211.53925,180.48743
281,215.24251,175.5228
282,215.3461,175.69469
283,215.37224,175.67485
284,215.55762,173.05229
285,215.15552,171.92865
286,215.14474,171.99193
287,214.90721,170.62117
288,210.40842,169.1752
289,210.42993,169.01447
290,210.44095,169.008
291,211.36542,165.33821
292,211.28226,165.15579
293,211.10217,165.15306
294,206.11897,165.74161
295,205.87181,165.78732
296,205.8841,165.93637
297,205.88127,165.89676
298,201.94461,164.92737
299,200.6365,162.42038
300,201.11557,162.99493
301,197.51054,162.42532
302,194.99591,162.81956
303,194.81409,162.70314
304,189.91776,163.81885
305,187.88887,165.27496
306,188.07997,164.83829
307,188.1424,164.94412
308,181.28781,169.05579
309,181.31668,168.9539
310,181.31212,169.01706
311,176.06769,170.06366
312,176.426,169.73163
313,176.49684,169.79424
314,173.40527,173.01218
315,168.47873,173.1128
316,168.34853,173.4461
317,168.361,173.39005
318,161.60085,175.17935
319,161.33942,175.13956
320,161.6952,175.1268
321,153.65402,178.30687
322,153.37224,177.91606
323,153.36888,178.10667
324,151.22998,178.589
325,145.46797,180.6513
326,145.4852,180.73114
327,145.53455,180.68979
328,134.68921,181.19757
329,131.49457,182.61673
330,131.57712,182.33702
331,125.841324,185.42174
332,125.492294,188.30307
333,123.33912,186.40417
334,123.35222,186.99063
335,118.168564,187.22444
336,118.35127,187.62688
337,118.34544,187.633
338,110.86847,186.86688
339,109.47104,186.78406
340,109.50881,186.76291
341,107.95825,188.24545
342,105.886826,187.98227
343,105.7177,188.12695
344,105.12179,187.81627
345,104.66198,188.5693
346,104.672356,188.37354
347,104.68886,188.45023
348,105.63678,188.24031
349,106.185074,189.6689
350,106.17111,189.67287
351,108.10376,189.45358
352,108.814896,190.74176
353,108.76181,190.62451
354,108.767105,190.62964
355,112.36403,193.13625
356,115.48598,191.91719
357,117.73023,192.04117
358,120.27163,192.26517
359,120.37921,192.27373
360,121.16522,192.85718
361,122.94472,192.89188
362,126.23869,193.73991
363,126.28865,193.90453
364,127.63401,197.56343
365,132.63261,193.26587
366,132.72495,193.1133
367,132.65466,193.05472
368,141.82254,196.22998
369,142.35294,196.36371
370,142.2931,196.39975
371,146.05418,196.81668
372,153.36214,198.99918
373,153.33691,198.96965
374,153.33617,198.96945
375,159.22774,197.50093
376,160.95692,198.12007
377,160.90881,198.20639
378,164.26907,199.01653
379,166.22363,201.03592
380,166.34335,200.8818
381,168.06851,199.30339
382,171.01823,196.96167
383,171.13556,196.9949
384,171.5285,196.59775
385,178.63812,198.27786
386,183.61981,194.07205
387,183.6304,194.1506
388,186.06654,192.98615
389,189.52925,191.20279
390,189.64027,190.9894
391,190.77008,191.20355
392,195.68855,189.80537
393,195.75296,189.9025
394,195.85869,189.89081
395,199.48515,187.83702
396,199.31882,187.16777
397,199.28313,187.14523
398,201.03845,185.95471
399,202.44348,184.21521
400,202.3986,184.01503
401,202.376,184.13826
402,206.35194,182.90128
403,206.33553,182.88358
404,206.3092,182.86043
405,207.1343,179.9928
406,207.09686,179.97641
407,207.07574,179.92883
408,209.994,179.27615
409,212.0712,177.30618
410,212.16118,177.36208
411,212.26895,177.50165
412,214.0298,171.9399
413,214.08359,171.89516
414,214.07367,171.87808
415,213.3341,169.88855
416,213.87944,169.16655
417,214.04884,168.95247
418,213.04678,167.97998
419,208.58044,166.02025
420,212.20605,163.17694
421,212.17418,163.17728
422,209.45375,162.32048
423,207.85616,162.0049
424,207.79456,161.98961
425,203.00636,161.89226
426,202.31155,162.91434
427,202.06665,162.81982
428,200.44354,162.66805
429,197.96324,162.23047
430,197.94878,162.21027
431,197.94638,162.18896
432,195.96112,160.12918
433,192.33104,161.12428
434,192.07074,161.66466
435,189.24805,162.05843
436,186.58652,163.6419
437,186.60759,163.57512
438,186.62227,163.57916
439,182.35179,164.4042
440,182.17102,164.35394
441,182.17151,164.35373
442,173.70984,168.65514
443,173.75525,168.5304
444,173.33212,168.64828
445,170.24402,170.36987
446,168.4578,172.0391
447,168.45824,171.94121
448,168.44572,171.92896
449,162.02013,174.11053
450,162.11404,174.1684
451,162.0674,174.11166
452,155.15929,178.76456
453,155.25043,178.8136
454,155.2528,178.80682
455,151.92175,180.1406
456,146.00323,180.2744
457,146.02008,180.2987
458,146.09775,180.3096
459,139.18942,183.22072
460,135.86356,183.51663
461,135.87457,183.7322
462,132.19046,186.19058
463,127.30106,186.78238
464,127.36077,186.89769
465,124.79992,188.81287
466,118.91304,188.14883
467,118.9776,188.08139
468,119.328735,187.32956
469,114.65573,187.98447
470,111.09763,188.94737
471,111.033615,188.28864
472,109.98475,188.16492
473,107.42852,187.80951
474,107.443695,187.95195
475,107.418785,187.91663
476,106.53734,188.24219
477,106.55803,188.26834
478,106.53256,188.19376
479,107.82324,188.84042
480,108.17465,189.1197
481,108.18002,189.14526
482,108.97931,190.3197
483,109.807526,191.05505
484,109.76163,190.96236
485,109.78872,190.98347
486,115.68727,191.27545
487,115.73381,191.45457
488,115.67739,191.47546
489,123.34529,193.14307
490,123.305466,193.30484
491,123.35144,193.27908
492,125.28879,193.94704
493,128.28325,194.03331
494,128.27084,193.95413
495,128.266,193.97708
496,132.76872,194.57707
497,135.32176,194.7368
498,135.55992,195.00317
499,140.4705,196.58989
500,143.82945,196.23955
501,143.53226,196.18794
502,147.57709,197.6861
503,152.94048,197.34735
504,154.21373,197.37396
505,154.25723,197.34357
506,160.5015,198.10733
507,162.60309,198.00015
508,162.55856,198.02148
509,169.04286,196.5299
510,169.45462,197.80496
511,169.2285,197.74854
512,171.16708,197.34352
513,175.3452,190.75937
514,176.2476,192.6998
515,176.12848,192.37982
516,181.0177,198.57446
517,186.41603,194.05374
518,186.3116,194.02786
519,190.17522,191.84587
520,192.4571,191.77473
521,192.36487,191.69249
522,192.3133,191.70134
523,198.31773,190.85571
524,198.41779,190.89569
525,198.40665,190.9338
526,201.52165,190.13623
527,203.06952,188.3846
528,202.89287,188.37631
529,203.49277,187.22087
530,206.33882,186.29851
531,206.2666,186.27048
532,206.29457,186.2803
533,207.98505,185.62361
534,207.41443,183.3646
535,207.5192,183.8534
536,209.41995,182.04552
537,210.40161,182.70744
538,210.38945,182.54488
539,210.9339,180.33995
540,213.65398,180.35054
541,213.59505,180.0772
542,213.52565,180.01793
543,214.4599,177.8044
544,216.57672,174.46017
545,216.56403,174.49127
546,217.10301,173.25075
547,216.63391,171.48781
548,216.62254,171.73018
549,215.71588,169.97621
550,215.18506,167.50003
551,215.5635,167.6287
552,215.05655,166.84442
553,212.94936,164.1251
554,213.02362,164.15294
555,213.017,164.23549
556,207.57207,164.87292
557,205.81856,165.63934
558,205.8794,165.65857
559,203.8314,164.90092
560,202.27617,164.65619
561,201.94899,164.93051
562,201.93639,165.072
563,198.39154,163.99207
564,196.31787,163.1846
565,196.36555,163.19547
566,193.118,163.53882
567,190.93225,165.09218
568,190.80649,165.08188
569,190.87619,165.21675
570,185.19002,168.5901
571,184.97629,168.60341
572,184.96893,168.55656
573,181.11707,170.85402
574,179.09222,171.65685
575,178.9125,171.58206
576,173.76402,172.84766
577,161.94228,171.02612
578,166.98315,169.14792
579,167.15372,169.23524
580,164.07971,172.79471
581,163.90083,172.74332
582,163.78088,172.52698
583,160.8494,176.22876
584,158.31883,178.7376
585,157.96877,178.68987
586,153.74623,178.74263
587,150.12454,179.51968
588,148.17944,178.89894
589,148.17464,178.91403
590,145.36893,180.46036
591,139.9444,183.10193
592,139.85509,183.04369
593,134.18391,187.28346
594,128.49191,186.78409
595,128.36725,186.91016
596,128.42465,186.8086
597,123.05419,188.34161
598,123.19328,188.18066
599,123.018936,188.04881
600,117.557846,188.12384
601,114.804474,187.9462
602,114.75731,187.93509
603,110.96199,187.22202
604,109.372955,187.31119
605,109.28606,187.29485
606,109.289276,187.29395
607,108.70998,187.5188
608,108.50285,187.50719
609,108.52858,187.61176
610,108.73474,187.074
611,108.81563,187.49646
612,108.398544,187.55441
613,108.68675,188.155
614,110.26199,188.38498
615,110.254425,188.38562
616,110.22132,188.4748
617,116.518005,189.50232
618,116.55861,189.46867
619,116.513664,189.45657
620,119.05376,191.41135
621,122.91858,191.91301
622,122.94891,191.92654
623,124.14969,192.5011
624,127.91562,194.48685
625,127.89641,194.50993
626,127.94345,194.45584
627,132.47168,194.32593
628,138.04938,194.91006
629,137.91296,195.00069
630,145.758,197.08649
631,145.65704,196.99783
632,145.73592,196.97165
633,150.5512,195.40323
634,156.22087,195.89386
635,156.08896,195.84846
636,153.76404,197.1506
637,159.03526,196.81502
638,161.64276,197.28128
639,161.62532,197.35616
640,165.58897,197.79971
641,168.29439,198.33817
642,168.28813,198.21255
643,168.29953,198.16116
644,171.93164,192.21982
645,171.79863,192.13211
646,171.8324,192.13872
647,185.63007,196.86272
648,185.88106,197.80458
649,185.86679,197.78345
650,190.85495,194.14726
651,193.60925,192.34407
652,193.45555,192.38182
653,193.41272,192.36693
654,199.3512,191.71321
655,199.67496,191.8323
656,199.5018,191.79117
657,203.87529,190.40358
658,205.05188,189.86008
659,205.05148,189.80211
660,207.30486,188.08554
661,206.97882,187.12854
662,206.92001,186.99133
663,206.90317,186.99228
664,208.95294,185.38351
665,209.07349,185.5611
666,209.08458,185.5868
667,210.38893,185.39175
668,212.03703,183.23483
669,212.07204,183.13278
670,212.60864,182.36539
671,214.89157,180.87843
672,215.53302,180.23625
673,215.43056,180.19337
674,216.85475,178.62003
675,217.87488,177.80563
676,217.87573,177.9195
677,216.79803,175.72385
678,218.03238,172.53046
679,217.92703,172.59567
680,217.65355,171.23602
681,217.39381,170.75302
682,217.48,170.67336
683,217.49089,170.6873
684,216.20189,167.6187
685,216.29044,166.12454
686,216.08127,165.73166
687,211.26698,162.68472
688,211.25555,162.67621
689,211.2333,162.59886
690,211.2219,162.5923
691,207.92163,161.9488
692,207.92938,161.99994
693,207.8749,161.99765
694,200.94386,162.69432
695,199.25702,162.75098
696,200.16878,162.90805
697,197.82277,163.69583
698,195.20825,164.26108
699,195.2169,164.32239
700,195.18402,164.33224
701,189.46222,167.23071
702,189.33093,167.1859
703,189.3923,167.1901
704,185.03777,170.83606
705,182.31541,170.6561
706,182.42357,170.7448
707,181.53017,173.17696
708,170.36632,178.449
709,170.2464,178.0456
710,170.22191,178.02274
711,169.46893,174.28667
712,169.4259,174.14676
713,169.54437,174.37814
714,166.52927,174.3143
715,160.82013,177.64313
716,160.83804,177.2728
717,156.80067,177.39139
718,152.41074,181.6099
719,152.23512,181.37798
720,152.3658,180.83627
721,141.78531,181.73074
722,141.54991,181.74599
723,141.55344,181.72168
724,135.96025,183.30428
725,129.22603,185.86038
726,129.30878,185.67918
727,129.35533,185.73727
728,121.94518,189.34085
729,121.67482,189.20854
730,121.5634,189.10599
731,114.66785,188.62643
732,113.65528,186.49716
733,113.69206,186.5224
734,110.76368,187.21274
735,108.185394,187.5033
736,108.2455,187.35522
737,108.24504,187.42783
738,105.624535,188.23471
739,105.69887,188.01805
740,105.56763,187.97243
741,105.81178,187.5524
742,106.20491,187.76334
743,106.24099,187.49852
744,107.83371,187.19833
745,108.409744,188.13647
746,108.45038,188.02061
747,108.451805,188.06873
748,115.26348,188.25832
749,115.27718,188.13342
750,115.28485,188.33069
751,117.636765,190.3034
752,120.64956,191.12344
753,120.5443,191.2637
754,122.32211,191.87988
755,124.16339,192.77495
756,125.00831,193.5523
757,125.04733,193.54642
758,128.2959,193.38162
759,129.91354,193.97888
760,129.94313,193.90855
761,133.73485,194.66516
762,139.42989,196.10188
763,139.26285,196.06268
764,142.93074,197.15915
765,147.9329,197.4159
766,147.9194,197.3221
767,147.90742,197.42917
768,156.66077,196.33847
769,156.65959,196.32408
770,156.77289,196.33804
771,163.54987,197.64297
772,164.72375,197.64177
773,164.76775,197.80637
774,164.79297,197.78244
775,170.75447,198.4545
776,170.78778,198.34166
777,170.86044,198.32643
778,181.98268,197.13185
779,182.1275,197.01448
780,181.94186,198.41255
781,188.40184,192.79465
782,188.46419,192.77649
783,188.4903,192.80608
784,188.68379,192.51006
785,194.80939,192.89862
786,194.81085,192.84941
787,194.7394,192.84805
788,200.6154,191.86902
789,202.17009,191.13144
790,202.167,191.18199
791,204.05434,189.08992
792,203.51999,187.73741
793,203.46866,187.74753
794,203.46684,187.73892
795,207.49278,186.02151
796,207.57666,186.03577
797,207.52612,186.02368
798,206.80801,183.8831
799,208.29189,183.32468
800,208.1696,183.23099
801,210.39355,181.94237
802,212.18529,181.24753
803,212.06316,181.04568
804,212.63527,181.5567
805,215.16328,178.75566
806,215.09773,178.84871
807,215.08316,178.83704
808,217.30902,173.55212
809,218.14911,172.32263
810,218.24025,172.45753
811,218.23508,172.4548
812,216.576,167.87537
813,216.63,167.9563
814,216.56764,167.9923
815,214.6163,164.18564
816,214.00087,162.5147
817,214.06987,162.53384
818,212.25287,161.25404
819,207.66623,162.40205
820,207.58553,162.42137
821,207.5764,162.41643
822,204.58813,163.40273
823,204.5942,163.28949
824,204.60077,163.31366
825,201.99057,164.0586
826,199.99522,161.16371
827,199.87976,161.09572
828,196.46858,159.31212
829,193.7144,161.05704
830,193.75125,161.17218
831,193.7515,161.1741
832,188.22061,163.23294
833,188.16791,163.26218
834,188.13367,163.26634
835,182.0929,166.45547
836,181.13026,165.91257
837,180.9993,165.87738
838,179.30545,167.84262
839,173.76534,169.12009
840,173.3961,170.11473
841,173.3626,170.01341
842,160.64983,170.79265
843,160.37794,170.81204
844,160.42146,170.71196
845,164.64998,172.46613
846,160.73378,176.87793
847,160.8548,177.13913
848,157.25974,179.06332
849,151.74706,179.06036
850,151.61102,178.8688
851,151.6634,178.89258
852,139.92194,180.06372
853,139.8966,180.05183
854,139.96664,180.06937
855,134.589,182.64084
856,129.00287,184.86581
857,129.05782,185.01157
858,129.02167,184.96637
859,123.79542,188.60202
860,123.65253,188.6846
861,123.75539,188.59502
862,115.144135,188.26085
863,115.085304,188.31454
864,115.17609,187.19681
865,111.56937,187.04657
866,108.893166,187.68933
867,108.92578,187.6506
868,108.92943,187.63824
869,105.627045,187.36348
870,105.64328,187.4299
871,105.66103,187.4896
872,105.49205,187.97626
873,105.346436,187.95175
874,105.355774,187.99677
875,106.25901,187.83118
876,106.60132,188.263
877,106.61044,188.24106
878,106.610275,188.26772
879,109.54147,190.08972
880,109.37373,190.11871
881,109.35813,190.10425
882,116.5856,191.15628
883,116.55347,191.1911
884,116.5666,191.18832
885,117.63861,191.42888
886,121.98282,193.71796
887,122.00014,193.62039
888,122.05989,193.98506
889,128.07388,193.32591
890,128.00095,193.3263
891,128.06891,193.3436
892,130.25826,192.93427
893,135.19357,194.137
894,135.21565,194.24048
895,135.27902,194.20796
896,146.0298,197.25665
897,145.97656,197.15233
898,145.95659,197.14453
899,152.38727,194.29126
900,152.78918,196.46078
901,152.90036,196.49536
902,155.87383,195.67917
903,162.21486,196.87952
904,162.20543,196.95178
905,162.20377,196.9096
906,169.02403,199.16455
907,168.5603,198.95157
908,168.62198,198.99075
909,171.91086,198.9492
910,175.26855,198.98802
911,175.17966,198.90831
912,177.67915,198.71782
913,185.53442,192.5298
914,185.47386,192.69734
915,185.4758,192.67169
916,191.63843,191.59746
917,191.8589,191.57776
918,191.863,191.53354
919,193.04033,191.38235
920,198.35449,189.743
921,198.31317,189.70024
922,200.06737,187.62758
923,201.13565,187.3832
924,200.81285,187.47351
925,200.95018,187.57605
926,203.9463,184.66283
927,203.94615,184.42221
928,203.94016,184.41272
929,206.24873,183.5565
930,205.3896,182.3701
931,205.3216,182.39058
932,205.3483,182.38824
933,207.55545,180.7588
934,207.52908,180.74103
935,207.42357,180.82822
936,209.71262,179.22275
937,210.57394,177.7593
938,210.62561,177.73198
939,211.72052,174.09283
940,210.14189,172.92397
941,213.95724,171.94557
942,209.43628,172.36017
943,207.99094,170.51746
944,207.94264,170.41501
945,207.91931,170.45015
946,207.60574,168.893
947,206.80951,167.94687
948,207.65741,167.79285
949,205.24696,166.88655
950,203.24792,165.30858
951,203.32864,165.27164
952,203.33293,165.27751
953,199.80495,164.0296
954,199.75894,163.74057
955,199.72469,163.70451
956,197.85707,162.32053
957,197.24854,162.11554
958,197.26567,162.05634
959,194.88664,161.99123
960,190.22609,162.79489
961,190.16553,162.77446
962,190.18,162.76299
963,183.41873,164.4738
964,183.41295,164.29358
965,183.44913,164.41832
966,179.60571,167.42325
967,178.78342,167.57062
968,178.81923,167.49954
969,176.67224,168.89047
970,170.3756,172.34584
971,170.27534,172.65625
972,174.04762,173.05667
973,165.21158,172.22736
974,165.51205,172.28793
975,165.56036,172.51788
976,163.75873,173.25388
977,157.10565,174.27512
978,157.12631,174.41045
979,157.00912,174.33685
980,149.39905,179.08932
981,149.38013,179.109
982,149.41525,179.09726
983,143.90875,180.26172
984,141.32545,179.9538
985,141.29077,179.8822
986,129.59149,181.97108
987,127.54715,182.5868
988,127.51056,182.54018
989,127.53122,182.64648
990,121.16908,187.98193
991,121.061905,188.04419
992,121.05307,188.01004
993,113.81404,186.93974
994,113.863365,186.8288
995,113.831436,186.76474
996,112.57716,186.57718
997,107.476746,186.68135
998,107.505646,186.76382
999,107.494644,186.78387
1000,104.67714,187.04974
1001,104.72137,187.05716
