frame,x,y,ankle_angle,knee_angle,hip_flag,point_type
478,188.87094,194.00687,124.87107171378217,139.98682,1,4
479,189.32443,193.28079,125.07823062621257,139.77,1,4
480,188.59615,192.24179,124.80397862321782,140.31184,1,4
481,192.14484,191.89728,126.59454027182124,139.95569,1,4
482,197.33226,193.38434,125.09457392732267,146.71655,0,2
483,197.2482,193.21524,125.08939429892743,146.55156,0,2
484,197.26947,193.30664,125.08785007370315,146.57977,0,2
485,199.99475,191.99129,122.68844026603965,156.62823,0,2
486,199.74998,191.82127,122.33729234957767,157.30035,0,2
487,199.74355,191.90941,122.34888941871843,157.17398,0,2
488,204.32231,189.87798,124.93382467722968,156.04932,0,2
489,204.15071,190.14514,124.49791447345459,156.9306,0,2
490,204.00206,190.23433,124.32359316807546,157.29689,0,2
491,205.669,190.58339,124.49908717423142,158.4364,0,2
492,207.38557,187.91338,122.83282676906767,163.41301,0,1
493,207.36685,187.96387,122.80206906307768,163.39125,0,1
494,207.37054,187.94495,122.8455287576069,163.35785,0,1
495,211.32039,186.7767,124.29987309019084,164.46521,0,1
496,211.32472,186.54044,124.54376154376122,163.99113,0,2
497,211.21893,186.54956,124.52277263162286,163.89397,0,2
498,212.04012,184.34845,126.14442435610638,164.18112,0,2
499,212.14769,184.18945,126.17638551968658,163.95367,0,2
500,212.08563,184.23984,126.06582887465731,164.0856,0,2
501,212.08884,184.25764,126.51685366044767,163.2285,0,2
502,211.08008,179.80432,129.71070078141943,159.4856,0,2
503,211.04999,180.07555,129.63185886148244,159.32751,0,2
504,211.51077,180.91948,129.5963273139599,159.60187,0,2
505,213.68315,176.77367,134.3018189210414,154.53409,0,2
506,213.7403,176.71976,134.5429557764186,153.95297,0,2
507,213.7643,176.75175,134.55903860392033,153.85316,0,2
508,211.5352,174.75659,136.30176422963413,150.91095,0,2
509,211.70108,173.3979,138.52951237879185,148.01248,0,2
510,211.3691,173.38985,138.34789119497086,148.24135,0,2
511,211.3706,172.68143,139.5884330237166,146.49399,0,2
512,208.13144,168.74326,141.701808219513,143.16272,0,2
513,208.88152,168.66599,142.15004443256393,142.82631,0,2
514,208.92188,168.6348,142.1998352224596,142.766,0,2
515,203.6868,168.05328,142.8801029047039,136.2366,0,2
516,200.41724,168.40514,140.72842184988664,137.60864,0,2
517,200.4589,168.4302,140.73789662983637,137.63301,0,2
518,200.61319,168.36293,142.99952414774137,133.05621,0,2
519,199.62758,167.8526,143.78015388073604,129.31335,0,2
520,199.66528,167.46564,144.38938432971864,128.94713,0,2
521,199.67685,167.4263,144.40873784869848,128.94069,0,2
522,194.5647,168.74626,141.5835223071215,125.751724,1,3
523,194.31313,168.9845,141.22770904757118,126.27175,1,3
524,194.5998,169.1789,141.267323536166,126.29282,1,3
525,190.50012,165.40369,144.42031091108487,118.919815,1,3
526,189.88194,164.3194,145.07940696496246,118.09492,1,3
527,189.9061,164.24768,145.12970082167507,118.04711,1,3
528,187.28693,168.99818,140.3311612063612,120.45527,1,3
529,187.71733,169.60149,141.85666203530042,113.819214,1,3
530,187.78015,169.41768,142.0381473886837,113.52211,1,3
531,187.79333,169.4032,142.01918104823642,113.54856,1,3
532,171.85883,181.43872,129.60453585329952,116.41784,1,3
533,172.00989,181.0922,129.8358259712856,116.396255,1,3
534,171.97757,181.00873,129.90633139127223,116.319,1,3
535,169.52916,181.37085,124.78895725957022,122.35831,1,3
536,168.87416,180.5969,124.79102399027157,121.68197,1,3
537,169.46994,181.38582,124.75817866403725,122.238525,1,3
538,168.03258,179.65839,125.41979817431265,118.71935,1,3
539,168.29315,180.5037,123.71200721139016,126.41994,1,3
540,162.33243,176.57524,122.33204606343189,123.337265,1,3
541,162.593,176.5963,122.49093583519239,123.29924,1,3
542,187.04779,187.89224,123.27385930043452,140.60245,1,4
543,186.89024,187.64539,123.35141833842204,141.00737,1,4
544,186.74359,187.5858,123.4251141731839,140.85329,1,4
545,146.27078,179.55733,107.89968410448151,130.1227,1,5
546,146.39539,179.6269,108.2620736112284,129.58417,1,5
547,146.93486,179.375,108.55176380117018,129.36035,1,5
548,142.91512,177.00293,107.12782186844919,127.89766,1,5
549,135.91089,184.04013,102.90477476342942,131.96724,1,5
550,135.6928,184.04715,102.61109169565366,132.60135,1,5
551,135.60344,184.10085,102.2840176638642,133.07967,1,5
552,120.71367,181.32603,92.31060116776099,138.02072,1,5
553,120.67704,181.35774,92.22731606875308,138.18709,1,5
554,120.71598,181.40225,92.2798724971463,138.1329,1,5
555,111.70613,183.60849,82.9939411402041,150.2376,1,5
556,111.55173,183.58858,82.95276777418589,150.44261,1,5
557,111.25864,183.41458,82.6556675260446,150.71095,1,5
558,109.798676,183.66203,82.00398407557265,151.063,1,5
559,108.29269,183.86409,79.69383846517692,157.13176,1,5
560,107.56376,183.85497,79.17994825694402,157.67111,1,5
561,107.42869,183.69974,79.01913195850366,157.71452,1,5
562,103.09151,184.67282,75.8005437845816,159.51553,1,5
563,102.80382,184.28143,75.58750708277566,159.54721,1,5
564,102.144875,184.50095,75.90471748618009,157.99815,1,5
565,102.37848,185.70018,75.40791303718372,159.91585,1,5
566,101.95386,186.14725,75.06832574994411,160.10316,1,5
567,102.03721,185.96208,75.05682969022901,160.22142,1,5
568,101.99778,185.95789,75.0442973117998,160.17839,1,5
569,106.01368,184.74495,79.15978674531867,156.95695,1,5
570,105.53649,184.51086,79.00412931781823,156.47855,1,5
571,105.57364,184.54031,79.0687109220966,156.47691,1,5
572,107.19956,182.90887,80.59147209301902,155.04318,1,5
573,106.891884,182.77562,80.52321615747263,154.85045,1,5
574,106.95604,182.62645,80.48582859515413,154.80103,1,5
575,108.48974,183.75198,82.88041066387642,153.00934,1,5
576,107.46697,184.63902,80.26448067402227,154.13406,1,5
577,107.491035,184.74315,80.31033235714737,154.13632,1,5
578,107.48346,184.7197,80.35396424420557,153.98296,1,5
579,117.26575,187.12512,89.19224020119546,148.24776,1,5
580,114.62507,191.05153,85.54654502545621,153.32895,1,5
581,117.35502,187.24698,88.87061106995006,149.11038,1,5
582,124.21474,187.10739,95.51305466311364,143.49516,1,5
583,124.19089,186.97495,95.90702387033105,143.05968,1,5
584,124.36119,186.9766,95.95542466455792,143.27553,1,5
585,127.60303,188.12512,99.98490288101645,140.32076,1,5
586,135.90826,187.20386,107.1208749607102,133.36612,1,5
587,136.71973,187.14969,107.88704478960986,132.83424,1,5
588,133.5859,186.72205,103.31679658019449,138.91545,1,5
589,143.76938,192.89345,105.3479924402514,138.9098,1,5
590,143.85663,192.83688,105.52619190880179,138.76201,1,5
591,143.80788,192.84341,105.43938568935071,138.95491,1,5
592,147.3576,186.0494,111.56589150174699,132.4925,1,5
593,150.887,187.652,115.30635810356121,128.12312,1,5
594,150.67477,187.61444,115.00904592056999,128.42119,1,5
595,150.72394,187.61282,115.10669989341851,128.28026,1,5
596,161.54605,187.2297,119.39257379799615,127.39323,1,4
597,161.37047,187.43002,119.22959238407911,127.63705,1,4
598,161.31917,187.34018,119.20852098875183,127.63637,1,4
599,167.94284,190.85052,122.54728078587523,124.10629,1,3
600,167.86629,189.08215,123.96910020163534,122.274574,1,3
601,167.8485,189.09415,123.92478723771298,122.36001,1,3
602,167.89511,188.05038,123.59522823434584,121.70809,1,3
603,164.64299,183.43127,123.11246028590448,121.69418,1,3
604,164.8058,183.39032,123.26117297277904,121.32198,1,3
605,164.79953,183.44168,123.22781582266894,121.41998,1,3
606,164.44557,182.1131,122.10429489308993,126.15823,1,3
607,167.3185,182.7641,122.79528827683919,127.32262,1,4
608,166.60849,182.52429,122.63383544494174,127.005844,1,4
609,184.92627,189.76656,125.88410527704258,136.52142,1,4
610,183.81677,189.52861,125.49378069686183,136.25644,1,4
611,183.40662,189.47308,125.26167579561209,136.47246,1,4
612,149.29808,181.53986,112.38233399904922,133.15363,1,5
613,195.22507,191.70203,125.12466067800013,148.52695,0,2
614,195.25252,191.8468,124.91732603652237,149.24307,0,2
615,195.2557,191.77039,124.94531028986081,149.2329,0,2
616,197.84187,191.94815,121.63348417768205,156.16838,0,2
617,200.44835,191.89369,123.22774641843831,155.52306,0,2
618,200.70374,191.82147,123.30813712604814,155.6317,0,2
619,202.54242,189.44794,122.10248875677625,161.70972,0,1
620,202.23221,189.24368,121.81603407682724,162.08539,0,1
621,202.21999,189.23662,121.80195673590188,162.10866,0,1
622,203.43561,188.12093,122.55463026726488,162.01675,0,1
623,205.6156,187.2633,122.48418264321295,163.92894,0,1
624,205.63855,187.72734,122.07953216683482,163.26254,0,1
625,205.69714,187.72162,122.11120127501867,163.34184,0,1
626,208.33403,185.2017,124.42736727425645,163.42325,0,2
627,208.29019,185.10379,124.4371430696835,163.53725,0,2
628,208.08688,185.05849,124.34108673074562,163.60994,0,2
629,209.1396,182.21677,126.02945318137479,163.45125,0,2
630,209.88028,181.43616,126.90967816747907,163.08499,0,2
631,209.76471,181.3786,126.98514722457246,162.87392,0,2
632,209.78783,181.509,126.91841731630727,162.92805,0,2
633,211.07178,177.04193,131.78232673495532,155.38353,0,2
634,211.17422,176.95569,131.78187333386782,155.43642,0,2
635,211.18283,177.03809,131.7742484322212,155.42152,0,2
636,209.93565,174.62723,135.96466232552396,148.90854,0,2
637,209.9538,174.66049,136.00148827586733,148.72565,0,2
638,209.96768,174.67458,136.01532952997854,148.65848,0,2
639,210.12776,172.82387,138.5406009789538,146.28886,0,2
640,207.23613,171.22942,137.0070745586115,149.75206,0,2
641,207.37518,171.1448,137.2644679285716,149.38992,0,2
642,208.56857,171.35835,139.96186853830307,143.94987,0,2
643,204.37389,167.7532,143.64486864724998,132.5175,0,2
644,203.95702,167.42195,143.3684417037702,133.01518,0,2
645,203.97113,167.45969,143.30350527325248,133.00386,0,2
646,201.11017,165.23987,145.21035692057416,129.7838,0,2
647,201.08606,165.09923,145.6203929038347,128.99773,0,2
648,201.74841,165.38219,145.96095615171504,128.46492,0,2
649,196.91774,164.1507,145.6899450654905,123.00115,1,3
650,195.301,165.19083,143.8636021081523,125.25697,1,3
651,195.44754,165.44649,143.88990795186538,125.50099,1,3
652,195.4058,165.32294,143.9201212955429,125.45542,1,3
653,192.11354,166.85248,141.67941951038156,124.475876,1,3
654,191.95203,167.28629,141.28318763128402,125.17983,1,3
655,191.93726,167.34645,141.21668896249423,125.21505,1,3
656,184.5442,169.06152,139.4826349930763,117.140594,1,3
657,184.67273,168.72266,139.7984457168353,116.958565,1,3
658,184.63957,168.68523,139.8245363451478,116.914024,1,3
659,185.71576,168.74979,141.76465385576404,113.38115,1,3
660,175.85895,182.79688,129.97361165716222,117.54903,1,3
661,176.00006,182.76176,130.09047728062376,117.42915,1,3
662,176.00085,182.73895,130.10575482213287,117.40644,1,3
663,172.25603,181.89903,129.62225490037918,117.244354,1,3
664,172.30914,181.9284,129.51166588738167,117.41061,1,3
665,172.24692,181.98694,129.41041058150026,117.529884,1,3
666,165.69012,173.46823,130.09613787496053,108.46323,1,3
667,167.03288,177.59874,128.5022300488226,116.27267,1,3
668,167.35063,178.09433,128.33981966959936,116.8232,1,3
669,163.7489,177.72816,126.60848051757343,114.237404,1,3
670,156.45854,175.30684,119.67591446504426,120.87792,1,3
671,156.42656,174.79948,119.88871867598358,120.49156,1,3
672,157.36952,175.85277,120.81068235317777,119.39374,1,3
673,150.16678,179.31357,111.76315126527038,129.4279,1,5
674,148.00847,179.82927,109.85101078022576,130.12779,1,5
675,147.36642,179.10541,109.78078951413745,129.47266,1,5
676,143.87682,178.12187,107.8916148638743,132.29195,1,5
677,141.15027,178.56396,106.60925228363055,131.64084,1,5
678,140.60823,178.66014,105.9890683009887,132.7498,1,5
679,137.66849,179.67197,104.28136633460718,131.14597,1,5
680,127.865845,182.32059,96.32495182511886,137.07852,1,5
681,128.22127,182.48938,96.6607610298638,136.65482,1,5
682,128.01561,182.50333,96.46531468302443,136.75998,1,5
683,112.81339,181.38199,86.2569180447718,145.07314,1,5
684,112.622444,182.17131,85.41243209737394,148.017,1,5
685,112.624374,182.14355,85.49323863218919,148.02055,1,5
686,108.08658,183.85373,80.15194644961511,154.42155,1,5
687,108.266075,183.67448,80.28573078883291,154.51738,1,5
688,108.13383,183.50415,79.84996798834366,154.7338,1,5
689,108.15839,183.48135,79.95403797608552,154.77061,1,5
690,104.21882,182.73233,78.23349712130681,154.68309,1,5
691,103.69595,183.29697,78.32167833151894,154.50366,1,5
692,103.63805,183.28552,78.20496145271167,154.7805,1,5
693,102.86275,185.36969,77.97583707026514,157.39557,1,5
694,103.04931,185.48201,78.11693994228214,157.4629,1,5
695,103.08128,185.41734,78.13497678794714,157.45235,1,5
696,101.28023,185.73557,74.64348502792883,160.78842,1,5
697,100.13473,184.66705,74.03835707408055,160.47481,1,5
698,100.14729,184.90811,74.07624661732942,160.5744,1,5
699,100.18727,185.01863,74.17676244405006,160.55861,1,5
700,105.66818,182.42683,79.8412215410399,154.42445,1,5
701,106.24955,182.73265,78.50512034922897,157.31636,1,5
702,106.27221,182.81128,78.43202970955913,157.5034,1,5
703,106.60713,182.99744,78.83005826927915,154.54416,1,5
704,106.47116,182.45557,78.35318673009971,154.76697,1,5
705,106.46701,182.69519,78.51074768277775,154.52806,1,5
706,108.35475,185.04733,79.4324720226492,155.60371,1,5
707,108.17372,185.51904,79.63950854093876,155.46529,1,5
708,109.05927,185.32959,79.82678382839374,155.75433,1,5
709,109.109726,185.22241,79.81238016084383,155.76819,1,5
710,124.58278,190.836,90.46165862051164,151.91994,1,5
711,124.73418,188.77573,91.07293632997474,151.41335,1,5
712,124.76796,188.73573,91.06763304880306,151.47632,1,5
713,128.30312,187.5769,98.773338865727,140.01912,1,5
714,128.54965,187.84555,98.98484475293343,139.92735,1,5
715,128.8262,188.0631,99.10661740848239,140.02722,1,5
716,129.20984,187.88446,99.5559309209517,141.42688,1,5
717,136.18318,186.95851,106.31758777750085,135.12651,1,5
718,136.2421,187.11484,106.40549716541692,134.98708,1,5
719,136.75671,187.32681,106.80967226213808,134.65051,1,5
720,143.70877,195.4738,104.55548804404532,140.46727,1,5
721,144.97675,188.17595,110.75098342415689,132.15422,1,5
722,144.98723,188.14438,110.78730144539666,132.0092,1,5
723,152.96658,186.81119,114.61693600378712,131.41406,1,5
724,152.62483,186.94257,114.18065872298465,131.64464,1,5
725,152.7626,186.87132,114.47684396398645,131.2039,1,5
726,152.32053,187.16891,113.79822754623005,132.0377,1,5
727,164.22076,184.5095,122.28952113653128,124.735054,1,3
728,165.30263,185.4143,123.0933156793817,122.03973,1,3
729,165.10123,185.47763,122.83124168844083,121.981445,1,3
730,167.68701,190.05072,122.37850527385115,123.213066,1,3
731,167.46716,189.39838,122.65757010373062,122.07834,1,3
732,165.90479,186.61678,122.69936848309796,121.42909,1,3
733,164.41568,180.75154,123.39848844423325,119.77355,1,3
734,161.32042,177.98643,122.9554474844933,120.747536,1,3
735,161.36801,177.87903,123.00906940489452,120.641335,1,3
736,161.3123,177.82353,122.99758177704595,120.634605,1,3
737,172.19138,184.57205,121.74585754502345,134.70052,1,4
738,168.96295,183.82632,120.63189166497281,134.1002,1,4
739,170.0098,184.09932,120.91507689239386,134.3408,1,4
740,194.97475,191.27129,125.73078596442977,144.65114,0,2
741,195.046,191.38152,125.52802789447476,144.94894,0,2
742,194.53029,191.2255,125.47168698349701,144.79503,0,2
743,195.43051,191.90549,125.12427236416539,146.98006,0,2
744,197.58752,190.93916,123.30286996699412,155.18454,0,2
745,197.56525,190.9212,123.2593514556383,155.27017,0,2
746,197.5939,190.93407,123.2848806652693,155.23439,0,2
747,201.69962,190.25598,122.56676592686658,159.03,0,2
748,201.85883,190.1021,122.8375171477476,158.60127,0,2
749,201.68842,190.22072,122.6313698674736,158.79608,0,2
750,204.27415,188.5227,122.57969352707718,160.55972,0,1
751,205.35352,188.80496,121.73942427991774,162.74281,0,1
752,205.25542,189.09059,121.49301881491687,163.24864,0,1
753,206.13916,188.74237,121.75522713816848,164.08015,0,1
754,209.53288,187.64044,122.93382634962008,164.13411,0,1
755,209.32227,188.01039,122.54578989503882,164.65396,0,1
756,208.5266,187.54868,121.99757235746581,167.06702,0,1
757,210.73578,185.04918,124.56383509524599,165.91998,0,1
758,210.61368,182.86949,125.31061299168152,165.91527,0,1
759,210.68831,183.04785,125.45949358553703,165.60992,0,2
760,212.05232,181.29982,127.73472128349837,163.28542,0,2
761,212.66705,180.965,128.59085799576565,161.81987,0,2
762,212.41006,180.94968,128.6083152616743,161.68127,0,2
763,212.39838,180.98651,128.58774715902337,161.73456,0,2
764,214.25601,177.95695,132.69315712614247,156.23854,0,2
765,213.92111,178.05444,132.26007032408506,156.37167,0,2
766,213.97202,178.02768,132.32106944361337,156.30394,0,2
767,212.05907,175.19882,135.86263785258103,151.19943,0,2
768,211.81467,174.0367,137.1814021845812,149.43614,0,2
769,211.60307,174.14807,137.05096390252103,149.46985,0,2
770,209.48196,173.48889,138.3774205466107,147.0288,0,2
771,207.97003,171.04138,140.09524944901386,144.70688,0,2
772,209.52043,171.42221,140.96547396423335,142.59602,0,2
773,209.50122,171.47081,140.86571301918727,142.81752,0,2
774,207.59119,169.1625,144.17769546265902,135.00471,0,2
775,204.8313,166.84416,144.6767728285393,134.291,0,2
776,204.84348,166.98453,144.30975489656322,134.85747,0,2
777,202.04047,165.95609,144.3038547460377,132.01408,0,2
778,201.37186,164.73648,147.32367964944638,125.18083,0,2
779,201.32953,164.98877,146.93494939898198,125.97444,0,2
780,202.29033,163.06061,149.37274378970375,121.718445,0,2
781,198.23013,164.0491,147.07598462835404,119.579315,1,3
782,198.42572,164.02231,147.15185661845217,119.67483,1,3
783,198.34882,164.05972,147.00475737567456,119.860374,1,3
784,193.9503,163.66821,145.7543592867059,117.47197,1,3
785,193.83772,164.01956,145.41344712189004,117.699005,1,3
786,193.63275,163.87953,145.41616051490016,117.84424,1,3
787,188.98686,166.67429,142.7016864413613,116.28364,1,3
788,185.01639,170.83862,140.1312018402759,114.723335,1,3
789,184.84879,171.25644,139.6121604994703,115.64377,1,3
790,183.6972,171.00262,138.94823614214582,113.57657,1,3
791,180.48216,176.53665,133.9821700725465,114.735245,1,3
792,179.21701,175.50713,135.31848061474943,111.98294,1,3
793,179.31053,175.62569,135.36321913855264,111.95367,1,3
794,173.63231,182.40489,129.60757662833473,117.14767,1,3
795,173.43669,180.94614,129.76708116175666,118.23183,1,3
796,173.07716,180.55984,129.7060795905382,118.00512,1,3
797,170.12842,178.35503,128.14976983277344,117.364746,1,3
798,169.53757,178.42648,127.70274299370162,113.63385,1,3
799,170.30008,179.11101,127.60184727966032,114.19286,1,3
800,163.79877,176.50064,126.21839561651296,117.12627,1,3
801,165.34758,180.0684,121.40933139982525,124.699715,1,3
802,164.12297,179.82303,120.94891017407855,124.18753,1,3
803,164.05576,179.81558,120.92591275014978,124.19133,1,3
804,148.7365,177.68784,112.02468015645555,126.476654,1,5
805,147.6783,178.52612,108.90415328790536,128.71977,1,5
806,147.86024,179.0294,108.8799477405718,129.19923,1,5
807,139.18878,179.14322,104.70086464078982,128.21736,1,5
808,139.27344,179.05624,105.02485868891245,127.861725,1,5
809,139.24179,178.76462,105.0491044719709,127.85064,1,5
810,139.31017,178.81746,105.14323534064907,127.60017,1,5
811,129.87201,181.81506,97.07975293463643,136.83427,1,5
812,129.70447,181.58669,97.2731410567569,136.48648,1,5
813,129.66055,181.55319,97.16049361463556,136.63884,1,5
814,124.96514,186.50528,93.09876441836336,143.31412,1,5
815,114.40326,186.89827,83.91601693593392,152.48329,1,5
816,112.530304,183.8587,82.16213489703422,151.91891,1,5
817,107.0333,184.91743,79.30823522249993,154.27112,1,5
818,107.00424,185.14914,79.37923771561888,154.42679,1,5
819,107.05016,185.22948,79.33058747366131,154.52606,1,5
820,107.04498,185.19675,79.32835206189053,154.532,1,5
821,104.581764,185.9049,78.77515979334648,156.10265,1,5
822,104.53982,185.44217,79.16613593377436,154.92485,1,5
823,104.60094,185.34474,79.40639410940094,154.3988,1,5
824,102.45934,185.38951,76.40617497270647,157.50027,1,5
825,103.489555,185.55232,77.18893030852624,156.75278,1,5
826,102.65455,185.37053,76.48558914872984,157.2386,1,5
827,102.469086,185.11754,74.2264772786354,160.08653,1,5
828,102.44731,186.41821,72.60292920628754,164.48076,1,5
829,102.35248,186.50546,72.71213599184465,164.28218,1,5
830,102.370026,186.4815,72.6853751762768,164.34451,1,5
831,106.325096,185.27007,77.11109858987999,159.60172,1,5
832,106.012245,185.462,78.38737004006953,158.2931,1,5
833,105.60988,185.03522,78.11431641264508,157.90317,1,5
834,107.10804,185.32141,78.69590642826516,155.61272,1,5
835,107.60915,185.32101,78.85294428678958,155.86292,1,5
836,107.64304,185.28955,78.8682357267116,155.89963,1,5
837,108.58,185.14699,80.83024647080208,152.88724,1,5
838,110.594955,186.99588,82.9264388357471,152.62462,1,5
839,110.48177,186.85486,82.8378581256577,152.80038,1,5
840,112.61265,185.12473,85.56422261895094,150.10768,1,5
841,124.40332,190.62497,91.51205856591596,149.8166,1,5
842,127.471886,191.23962,91.54432589933374,153.77415,1,5
843,127.22618,191.17148,91.39037908946959,153.70226,1,5
844,130.02731,189.44617,102.83052995847383,137.03212,1,5
845,128.74576,189.0345,99.59828610096783,139.0169,1,5
846,128.66908,188.69731,99.51813624427567,139.33253,1,5
847,128.78989,188.63467,99.61215887972472,139.26846,1,5
848,136.96101,188.66905,109.21668514487973,128.49593,1,5
849,136.65704,188.71146,108.82429834452418,129.1708,1,5
850,137.25253,188.74803,109.3498538329792,128.80748,1,5
851,142.20963,187.65671,110.08079024640678,131.75972,1,5
852,147.58168,185.35405,114.14871333568918,127.780716,1,5
853,147.58081,185.49992,114.15113109126908,127.895424,1,5
854,148.92511,187.0759,113.55925979992152,129.67947,1,5
855,155.37833,186.13217,117.56348176363598,127.94576,1,4
856,155.43735,186.22845,117.58367949592906,128.2072,1,4
857,155.2861,186.2093,117.44333527158469,128.269,1,4
858,166.32373,185.2545,123.08916605690199,124.294014,1,3
859,166.5299,185.53094,123.08442154188968,124.52701,1,3
860,166.96298,185.76753,123.27337321593556,124.56102,1,3
861,169.80191,191.81091,122.79401668307567,122.70556,1,3
862,168.32793,188.45679,123.2952864704533,121.25026,1,3
863,168.32433,188.78769,123.23051446516433,121.57669,1,3
864,170.28638,186.60458,125.17622265868233,122.0834,1,3
865,168.03589,186.06357,122.61564935319956,128.30028,1,4
866,168.11497,185.94333,122.74967664717346,128.03166,1,4
867,167.86693,185.7483,122.7371101392901,127.85376,1,4
868,188.61115,191.90425,126.15451127284369,138.1266,1,4
869,188.56857,191.89877,126.06768781490096,138.18484,1,4
870,188.6565,191.85107,126.15213428086894,138.04579,1,4
871,191.47601,192.84587,124.32946530484713,144.91434,1,4
872,193.49176,193.63249,122.88068921470972,150.30077,0,2
873,193.34691,193.50507,122.58283047343552,150.69576,0,2
874,194.97987,194.16396,122.26858522271567,152.43208,0,2
875,197.27737,193.4758,121.52199958628044,156.0658,0,2
876,198.07532,194.1664,122.70685628135155,154.30504,0,2
877,198.07814,194.1546,122.71764468585954,154.28831,0,2
878,201.6743,193.0139,121.9567809250897,159.0029,0,1
879,202.98886,190.44202,123.11489442849624,158.56297,0,2
880,203.16039,190.54968,123.32051967634783,158.3941,0,2
881,205.20729,190.97243,122.42412257325782,161.84904,0,1
882,205.7184,190.30717,121.71186909839669,163.35423,0,1
883,205.19884,189.93034,121.6115904274386,163.20946,0,1
884,205.3905,188.70236,120.86712244917435,166.14647,0,1
885,209.4156,187.48451,123.97143093494071,165.00726,0,1
886,209.28458,187.44305,123.94839406967569,164.85359,0,1
887,209.3475,187.5064,123.99343192283791,164.90804,0,1
888,209.95491,183.93503,125.67670689364256,164.0858,0,2
889,209.89334,183.42465,125.75192037749385,164.02756,0,2
890,210.18715,183.33423,125.94064151207026,164.10172,0,2
891,210.87363,181.95468,127.45157485342132,162.23857,0,2
892,211.66203,181.18349,128.3690631206246,161.21635,0,2
893,211.70802,181.3107,128.3389967559585,161.3242,0,2
894,211.76996,181.4309,128.31333002513898,161.42181,0,2
895,212.32005,176.293,132.94911719751175,154.39948,0,2
896,212.59369,176.32458,133.09760930504706,154.16788,0,2
897,212.5481,176.35245,133.04262796305704,154.11926,0,2
898,212.76962,174.80296,136.64300901273927,150.15082,0,2
899,211.52762,173.33804,137.58220518530882,148.35115,0,2
900,210.56705,174.03061,136.72748951029953,148.75708,0,2
901,211.16089,172.58917,140.07467856424284,142.96465,0,2
902,209.44904,170.11356,142.50757589999878,140.47446,0,2
903,209.42638,170.0928,142.65490064399003,140.41731,0,2
904,209.57779,170.10497,142.62080324339496,140.64008,0,2
905,203.9748,167.78067,143.8327814231796,133.3167,0,2
906,204.18668,167.57263,144.11707301332387,133.26482,0,2
907,204.15329,167.60178,144.0642835858913,133.33461,0,2
908,201.71214,166.50005,145.8003322239846,125.17335,0,2
909,201.30025,164.73929,146.7729686711923,123.568375,0,2
910,201.49908,164.91261,146.57528620377053,123.54769,0,2
911,198.56857,165.7222,146.31845747971724,121.71502,1,3
912,196.96048,165.07266,145.45260783949035,121.27937,1,3
913,197.0066,165.07901,145.48565321239096,121.26163,1,3
914,196.97427,165.0701,145.48262164401888,121.15158,1,3
915,194.00117,165.57767,144.00224603990364,118.44736,1,3
916,193.5465,166.92719,142.88540000565544,119.45529,1,3
917,193.61583,166.76907,143.02371035083027,119.85538,1,3
918,182.7024,172.01492,137.82778105424345,117.62308,1,3
919,181.06793,173.78058,136.7074650934577,115.18081,1,3
920,180.89296,173.44412,137.05267812301418,114.39319,1,3
921,180.09184,175.77615,135.56315793073972,114.77969,1,3
922,175.62454,179.36774,132.43264403887298,114.91989,1,3
923,176.58958,179.61734,132.97870009100353,115.023415,1,3
924,179.21146,180.49013,134.8986951304398,115.66343,1,3
925,169.28044,178.70232,127.83441886078288,117.15622,1,3
926,166.77893,178.47571,124.92265722136047,118.160805,1,3
927,166.4703,178.60318,124.80355023523356,118.2994,1,3
928,160.9243,177.41089,122.52654018005127,119.51946,1,3
929,159.75092,178.19453,120.50631307914264,121.02061,1,3
930,159.82823,177.90741,120.70308060712803,120.82084,1,3
931,156.63649,176.26166,118.76468216749043,123.03002,1,3
932,153.55916,177.29814,116.93793729533311,125.98932,1,5
933,152.79832,176.5972,116.82120620926182,125.34116,1,5
934,152.99225,176.8656,116.71350284195269,125.797676,1,5
935,145.08485,177.27388,110.7326332393945,122.96953,1,5
936,142.10838,179.02475,107.709367532796,126.45174,1,5
937,142.13905,179.21136,107.69066926715023,126.61188,1,5
938,139.37639,180.52353,105.14880236794811,130.67937,1,5
939,132.16676,181.81812,99.3951376077962,135.32516,1,5
940,131.9798,181.44241,99.45060519239888,134.86354,1,5
941,131.90132,181.49985,99.46534185228279,134.81683,1,5
942,125.24749,186.1035,93.62096745946165,142.74738,1,5
943,125.137535,186.3205,93.40539075795432,143.19934,1,5
944,125.14868,186.31581,93.43054945112382,143.12617,1,5
945,116.59103,186.72989,88.65187317178767,145.90942,1,5
946,112.70833,187.51736,85.13796443109274,150.82538,1,5
947,113.10953,187.107,85.00125447023787,151.11688,1,5
948,106.91904,188.03845,79.3723518175192,155.84633,1,5
949,103.66339,186.28958,76.15391335879094,158.02145,1,5
950,103.26807,185.92514,76.08021429557876,157.5092,1,5
951,103.279366,186.04628,75.98219066010034,157.74908,1,5
952,104.44218,185.30794,78.60320408753645,155.69917,1,5
953,104.38027,185.4047,78.65964972188952,155.5996,1,5
954,104.266075,185.23482,78.47309929891647,155.71236,1,5
955,103.18009,186.7227,74.25902355559609,162.9444,1,5
956,104.17252,187.3447,75.51851343225367,161.64066,1,5
957,104.09378,187.24898,75.45038302578595,161.72717,1,5
958,105.27632,185.81262,76.24803039046385,160.68199,1,5
959,107.215416,184.23523,79.49096709317843,158.04282,1,5
